plz,ort,bundesland,zulassungsbezirk
26090,Winterheim,MV,IS
26092,Fährbrück-Nord,MV,IS
26096,Sonnenkirchen,MV,IS
26109,Neutal,MV,IS
26127,Winterbach,MV,IS
26130,Bad Sonnenbrück,MV,IS
26160,Bad Westroda,MV,IS
26197,Heidebach,SH,Y
26261,Mondfeld im Tal,SH,Y
26293,Oberhausen,SH,Y
26320,Bruchwald am Moor,SH,Y
26340,Ostau,SH,Y
26354,Gründorf,SH,Y
26361,Birkensee,SH,Y
26392,Eichensee-Süd,SH,Y
26443,Südfurt im Tal,SH,JK
26471,Sommerberg,SH,JK
26473,Birkental,SH,JK
26475,Hirschthal-Süd,SH,JK
26476,Neukirchen,SH,JK
26477,Bruchburg,SH,JK
26479,Fürstental,SH,JK
26500,Mondweiler,SH,JK
26519,Bad Buchenthal,SH,JK
26521,Hirschkirchen,SH,JK
26573,Hohenberg,SH,JK
26581,Fährthal am Moor,SH,JK
26596,Talfurt,SH,JK
26624,Alttal-Süd,SH,JK
26649,Wintertal,SH,JK
26676,Hohenhofen,NI,FS
26694,Fährbrück am Berg,NI,FS
26707,Bad Lindental,NI,FS
26744,Winterwald am See,NI,FS
26770,Nebelkirchen,NI,FS
26780,Lindenthal,NI,FS
26841,Bärenstein,NI,FS
26858,Ahornhausen,NI,FS
26895,Eichenburg,NI,FS
26912,Rabenbach,SH,LMW
26917,Niederscheid,SH,LMW
26918,Wolfshofen,SH,LMW
26931,Heidestadt,SH,LMW
26967,Brückenwald,SH,LMW
26977,Mondau,SH,LMW
27017,Fährbach,SH,LMW
27025,Heidekirchen,SH,LMW
27039,Unterhausen,SH,LMW
27051,Hohenbach,SH,LMW
27082,Mühlhausen im Grund,SH,LMW
27083,Wolfsheim,SH,LMW
27093,Eichenwald,SH,LMW
27110,Königswald,SH,LMW
27122,Königsdorf im Tal,SH,LMW
27123,Grünbrück,SH,LMW
27126,Kiesberg,SH,LMW
27135,Heidebrück-Nord,SH,LMW
27157,Erlenscheid,NI,ROF
27215,Birkenbach,NI,ROF
27216,Heidebach,NI,ROF
27307,Ahornbrunn,NI,ROF
27462,Sommerbach,HB,PRF
27465,Hirschsee,HB,PRF
27505,Sternfeld,HB,PRF
27529,Falkenstadt,HB,PRF
27580,Niederfeld,HB,PRF
27581,Südbach an der Warne,HB,PRF
27603,Rotau,HB,PRF
27625,Mühlburg,NI,ZHJ
27672,Kieskirchen,NI,ZHJ
27677,Nordbrück-Ost,NI,ZHJ
27759,Moorhagen-Nord,NI,ZHJ
27872,Marktwald,SH,MX
27877,Falkenheim an der Aue,SH,MX
27961,Bad Bischofsbrunn,SH,MX
27966,Adlerfurt im Grund,SH,MX
27969,Königsau,SH,MX
28032,Kieshagen,SH,MX
28100,Wolfskirchen,HB,CV
28105,Kleinsee-Süd,HB,CV
28109,Königsingen,HB,CV
28112,Ritterstein,HB,CV
28116,Grünsee-West,HB,CV
28133,Mönchsroda an der Aue,HB,CV
28146,Erlenwald,HB,CV
28157,Kiesfeld,HB,CV
28160,Kieshausen,HB,CV
28191,Buchenheim,HB,CV
28207,Südhausen an der Ilm,HB,CV
28210,Moorwald,HB,CV
28231,Kleinhausen,HB,CV
28234,Bergroda,HB,CV
28241,Espenburg,HB,CV
28244,Kleinberg am See,HB,CV
28248,Bad Sonnenstein,HB,CV
28249,Sonnenfeld am Berg,HB,CV
28263,Kleinbrunn,HB,CV
28266,Wolfsstadt,HB,CV
28282,Falkenhausen an der Aue,HB,CV
28286,Kiesstein,HB,CV
28288,Rabenweiler,HB,CV
28295,Buchenberg,HB,CV
28297,Rabendorf an der Ilm,HB,CV
28303,Marktberg,HB,CV
28314,Sommerthal,HB,CV
28318,Bruchthal,HB,CV
28322,Bruchsee am Berg,HB,CV
28326,Sandkirchen,HB,CV
28327,Sonnenheim,HB,CV
28330,Steinbrunn,HB,CV
28337,Ritterbach,MV,AQX
28344,Burgsee-Ost,MV,AQX
28349,Falkenhausen-Nord,MV,AQX
28363,Mönchsbrück,MV,AQX
28364,Niederstadt an der Warne,MV,AQX
28367,Talwald am Berg,MV,AQX
28372,Südbach,MV,AQX
28374,Sandingen,MV,AQX
28379,Sommerstein,MV,AQX
28392,Rehhofen,MV,AQX
28393,Feldingen im Tal,MV,AQX
28394,Espenweiler,MV,AQX
28396,Osthofen,MV,AQX
28400,Hirschweiler-Süd,MV,AQX
28402,Nordfurt-West,MV,AQX
28403,Neuingen im Tal,MV,AQX
28426,Kleinthal,MV,AQX
28430,Ostthal,MV,AQX
28432,Oberheim,MV,AQX
28434,Kiesbrück,MV,AQX
28436,Osthofen,MV,AQX
28445,Espenstadt am Berg,MV,AQX
28447,Südstadt,MV,AQX
28449,Oberbrück,MV,AQX
28459,Wolfsfurt,MV,AQX
28469,Unterscheid,MV,AQX
28470,Hohenhofen,MV,AQX
28472,Weideningen,MV,AQX
28488,Bad Königsau,MV,AQX
28497,Brückenfeld,MV,AQX
28498,Wolfsbrück,MV,AQX
28513,Mühlbrunn,MV,AQX
28516,Bad Niederweiler,MV,AQX
28518,Sterntal am Moor,MV,AQX
28519,Oberbrunn-Süd,MV,AQX
28523,Heidehausen,MV,AQX
28527,Mondbach im Grund,MV,AQX
28531,Bischofsheim,MV,AQX
28537,Ritterwald-West,MV,AQX
28539,Westbrunn,MV,AQX
28550,Hafenfeld,MV,AQX
28556,Hohenthal,MV,AQX
28561,Bergkirchen-Nord,MV,AQX
28564,Winterbrunn,MV,AQX
28568,Südingen,MV,AQX
28570,Espenweiler,MV,AQX
28571,Grünscheid,MV,AQX
28610,Fährfurt,NI,NW
28632,Oberstein-West,NI,NW
28634,Mühldorf am Berg,NI,NW
28645,Südhausen,NI,NW
28654,Buchenweiler,NI,NW
28662,Fuchsberg,NI,NW
28754,Bad Mühlbrück,NI,NW
28759,Hohenwald,NI,NW
28760,Adlerau-West,NI,NW
28769,Nebelwald,NI,NW
28771,Ahornburg,NI,NW
28813,Steiningen,SH,TKE
28814,Erlenbrunn-Nord,SH,TKE
28818,Großbrück-Nord,SH,TKE
28819,Eichenheim,SH,TKE
28823,Fürstenburg am Moor,SH,TKE
28826,Sonnenscheid,SH,TKE
28829,Hohenwald im Tal,SH,TKE
28848,Feldweiler,SH,TKE
28852,Falkenbrunn,SH,TKE
28855,Fürstenstadt im Grund,SH,TKE
28856,Rabenfurt,SH,TKE
28859,Eichenroda,SH,TKE
28876,Oberstadt,SH,TKE
28881,Fürstenkirchen,SH,TKE
28884,Untersee,SH,TKE
28901,Neuscheid am Berg,SH,TKE
28904,Bergthal am Berg,SH,TKE
28912,Altbrunn an der Warne,SH,TKE
28913,Mönchsingen-West,SH,TKE
28922,Sandheim,SH,TKE
28928,Wolfsweiler,SH,TKE
28945,Altdorf,SH,TKE
28954,Rotbrück,SH,TKE
28955,Weidenstadt-Nord,SH,TKE
28959,Mühlheim,SH,TKE
28976,Sonnental,SH,TKE
28978,Mühlburg,SH,TKE
28987,Rehstein an der Ilm,SH,TKE
28993,Sternthal,SH,TKE
28999,Wolfsau am Berg,SH,TKE
29005,Unterfeld,SH,TKE
29007,Eichenkirchen an der Aue,SH,TKE
29012,Marktscheid am See,SH,TKE
29029,Ostbrunn,SH,TKE
29034,Kiesberg,SH,TKE
29037,Hafenscheid,SH,TKE
29043,Fährhofen,SH,TKE
29061,Erlenthal,SH,BKD
29063,Südheim,SH,BKD
29080,Niederau,SH,BKD
29081,Marktburg,SH,BKD
29094,Birkenau,SH,BKD
29102,Burgweiler-Ost,SH,BKD
29105,Kleinsee,SH,BKD
29107,Rabenheim,SH,BKD
29114,Großweiler im Grund,SH,BKD
29118,Birkental,SH,BKD
29122,Rabenfurt,SH,BKD
29140,Talscheid,SH,BKD
29193,Schlosshausen,SH,BKD
29195,Sommerhofen,SH,BKD
29202,Rehsee,SH,BKD
29227,Sternthal,SH,BKD
29260,Bärenkirchen,SH,BKD
29270,Kleinroda,SH,BKD
29271,Grünhagen an der Warne,SH,BKD
29294,Eichenbrück,SH,CHU
29346,Unterfurt,SH,CHU
29377,Nordsee,SH,CHU
29383,Hohenwald,SH,CHU
29425,Oststein,SH,CHU
29438,Niederkirchen,SH,CHU
29440,Rehhofen,SH,CHU
29460,Winteringen,SH,CHU
29474,Nordthal,SH,CHU
29481,Fuchshofen,SH,CHU
29517,Kleinweiler,SH,CHU
29524,Sonnenbrück-West,SH,DE
29528,Weidenbrunn,SH,DE
29529,Talbach im Grund,SH,DE
29538,Falkenroda,SH,DE
29543,Brückensee-Nord,SH,DE
29546,Kleinfeld,SH,DE
29548,Rabenbrück,SH,DE
29551,Moorbrunn,SH,DE
29557,Südhagen,SH,DE
29570,Mondburg,SH,DE
29573,Mönchsdorf,SH,DE
29576,Eichenbrück am Moor,SH,DE
29581,Kleinhagen,SH,DE
29583,Niederau,SH,DE
29587,Grünfeld,SH,DE
29589,Markthausen-Nord,SH,DE
29598,Steinberg im Tal,SH,DE
29600,Nordau,SH,DE
29608,Buchenhausen,SH,DE
29610,Neuhofen,SH,DE
29612,Bad Grünbach,SH,DE
29617,Steinbrück,SH,DE
29618,Wolfsau,SH,DE
29623,Heideweiler am Berg,SH,DE
29628,Mühldorf,SH,DE
29629,Sonnenhagen,SH,DE
29635,Großhagen-Süd,SH,DE
29643,Winterhofen,SH,DE
29644,Heideheim,SH,DE
29654,Hohenberg,SH,DE
29665,Nebelkirchen im Tal,SH,DE
29671,Unterhausen,SH,DE
29674,Nebelbach,SH,DE
29678,Bärenroda-Nord,SH,DE
29681,Espenstein,SH,DE
29687,Winterbach-Süd,SH,DE
29692,Erlenhausen,SH,DE
29697,Königsroda,SH,DE
29700,Hirschingen,SH,DE
29704,Fährscheid,SH,DE
29708,Westberg an der Ilm,SH,DE
29712,Adlerroda,SH,DE
29713,Altdorf,SH,DE
29721,Fuchsingen,SH,DE
29722,Unterberg,SH,DE
29726,Talfeld,SH,DE
29741,Steinwald,SH,DE
29743,Espenbach,SH,DE
29749,Burgroda,SH,DE
29750,Weidenwald,SH,DE
29765,Kleintal-Süd,HB,FHJ
29769,Adlerheim an der Aue,HB,FHJ
29775,Feldburg,HB,FHJ
29807,Königshagen am See,HB,FHJ
29813,Oberbach,HB,FHJ
29828,Adlerthal,HB,FHJ
29834,Sandbrück,HB,FHJ
29842,Oberstadt,HB,FHJ
29882,Sternstadt im Grund,HB,FHJ
29889,Fähringen,HB,FHJ
29894,Sterningen,HB,FHJ
29909,Steinkirchen,HB,FHJ
29938,Weidensee,HB,FHJ
30001,Ahornhausen,NI,QWE
30002,Erlenthal,NI,QWE
30005,Altkirchen,NI,QWE
30008,Altstadt,NI,QWE
30014,Bischofsroda am See,NI,QWE
30022,Espenstein,NI,QWE
30044,Nordstadt-West,NI,QWE
30046,Königswald,NI,QWE
30050,Schlossstadt,NI,QWE
30052,Hirschingen am Moor,NI,QWE
30056,Falkenscheid,NI,QWE
30061,Lindenfeld,NI,QWE
30065,Markthagen an der Ilm,NI,QWE
30068,Fährdorf,NI,QWE
30072,Espendorf,NI,QWE
30073,Bruchfurt,NI,QWE
30082,Feldhausen,NI,QWE
30099,Moorroda an der Aue,NI,QWE
30103,Rotthal,NI,QWE
30105,Fähringen,NI,QWE
30110,Großsee an der Ilm,NI,QWE
30115,Ritterscheid am Moor,NI,QWE
30122,Bärenhofen,NI,QWE
30127,Moorhofen,NI,QWE
30131,Rabenheim,NI,QWE
30137,Feldstein,NI,QWE
30143,Gründorf,NI,QWE
30145,Burgburg im Tal,NI,QWE
30149,Osthofen,NI,QWE
30151,Eichenau,NI,QWE
30169,Wolfswald,NI,QWE
30185,Bergthal,NI,QWE
30187,Bergheim,NI,QWE
30189,Mönchsweiler am See,NI,QWE
30191,Neubrück,NI,QWE
30200,Ostbrunn an der Ilm,NI,QWE
30212,Burgbrunn,NI,QWE
30218,Espendorf am Berg,NI,QWE
30226,Sandbrunn,NI,QWE
30295,Markthofen,NI,AK
30312,Wolfsdorf-Nord,NI,AK
30335,Steinthal,NI,AK
30413,Sommerroda,NI,AK
30457,Adlerdorf-Ost,HE,FMH
30459,Hafendorf,HE,FMH
30461,Sandburg am Moor,HE,FMH
30464,Schlossau,HE,FMH
30467,Wolfshausen-Ost,HE,FMH
30469,Brückenbrück,HE,FMH
30472,Winterburg,HE,FMH
30478,Ahornheim,HE,FMH
30483,Neufeld,HE,FMH
30487,Kiesbrunn an der Aue,HE,FMH
30488,Wolfskirchen,HE,FMH
30489,Falkenau,HE,FMH
30499,Ritterhagen-Ost,HE,FMH
30505,Grünberg,HE,FMH
30509,Heideingen-West,HE,FMH
30516,Kleindorf,HE,FMH
30517,Schlosssee an der Ilm,HE,FMH
30524,Großwald,HE,FMH
30529,Bergbrunn,HE,FMH
30534,Eichenstein,HE,FMH
30539,Rehfurt,HE,FMH
30543,Heidehagen,HE,FMH
30545,Adlerburg,HE,FMH
30548,Nebelfurt an der Aue,HE,FMH
30564,Neuburg-Nord,HE,FMH
30574,Großingen am See,HE,FMH
30578,Fürstenscheid,HE,FMH
30580,Kleintal am Moor,HE,FMH
30583,Oberhofen,HE,FMH
30585,Rabenfeld im Tal,HE,FMH
30586,Hohenburg,HE,FMH
30591,Nordweiler an der Warne,HE,FMH
30592,Lindensee an der Warne,HE,FMH
30594,Sonnenberg an der Warne,HE,FMH
30597,Kleinwald,HE,FMH
30604,Hohenberg,HE,FMH
30606,Bischofsburg,HE,FMH
30612,Weidensee,HE,FMH
30614,Adlerfurt,HE,FMH
30618,Hafenheim-West,HE,FMH
30621,Sonnenau an der Aue,HE,FMH
30624,Grünthal,HE,FMH
30625,Kiesberg am See,HE,FMH
30626,Ahornfurt,HE,FMH
30635,Mönchsbrück,HE,FMH
30643,Adlerthal-Nord,HE,FMH
30644,Hoheningen an der Warne,HE,FMH
30646,Bergbrunn,HE,FMH
30652,Bruchdorf,HE,FMH
30653,Lindenstadt-Ost,HE,FMH
30654,Südheim,HE,FMH
30656,Steinwald,HE,FMH
30659,Hohenstein,HE,FMH
30661,Steinbrunn,HE,FMH
30662,Rehtal im Grund,HE,FMH
30663,Felddorf,HE,FMH
30664,Birkenstein,HE,FMH
30666,Ritterdorf,HE,FMH
30670,Mönchsroda,HE,FMH
30676,Heidebrunn,HE,FMH
30680,Schlosshausen-West,HE,FMH
30681,Rabeningen,HE,FMH
30682,Eichenwald,HE,FMH
30683,Altweiler an der Aue,HE,FMH
30696,Fuchshofen,HE,EAX
30705,Espenhofen,HE,EAX
30706,Mondweiler,HE,EAX
30725,Fuchsbach,HE,EAX
30744,Talhausen am See,HE,EAX
30770,Hafental,HE,EAX
30811,Kiesfeld,HE,EAX
30821,Wolfsingen,HE,EAX
30826,Fährthal-Süd,HE,EAX
30828,Neuroda,HE,EAX
30837,Erlenthal,HE,EAX
30842,Falkenfeld,HE,EAX
30855,Hirschhagen,HE,EAX
30869,Adlerstein,HE,EAX
30871,Ahornheim,HE,EAX
30881,Rothofen,HE,EAX
30884,Ritterhofen,HE,EAX
30888,Bischofsberg-Nord,HE,EAX
30920,Rehbach,NI,ZK
30922,Weidenbrunn,NI,ZK
30956,Bergwald,NI,ZK
30961,Bergfeld,NI,ZK
30968,Bergberg,NI,ZK
30969,Erlenfurt,NI,ZK
30985,Schlossdorf,NI,ZK
30998,Neustadt,NI,ZK
31035,Hirschhagen,NI,ZK
31047,Wiesenhagen am Moor,NI,ZK
31054,Niederbach im Grund,NI,ZK
31065,Bergberg,NI,ZK
31085,Mönchsburg,NI,ZK
31087,Erlenscheid,NI,ZK
31095,Fürstenscheid,NI,ZK
31099,Falkenstadt,NI,ZK
31100,Ritterdorf,NI,ZK
31117,Bruchstadt,NI,ZK
31131,Grünbach,NI,ZK
31132,Unterbrunn,NI,ZK
31139,Oberkirchen,NI,ZK
31143,Unterwald,NI,CWX
31154,Grünweiler,NI,CWX
31168,Königsbach,NI,CWX
31176,Nebelingen,NI,CWX
31181,Oberau,NI,CWX
31187,Nebelhausen,NI,CWX
31191,Moorbrunn,NI,CWX
31196,Oberhofen,NI,CWX
31200,Unterbrück-Süd,NI,CWX
31217,Westsee am See,NI,CWX
31221,Kiestal,NI,CWX
31225,Steinheim,NI,CWX
31230,Birkental,NI,CWX
31235,Oststadt,NI,CWX
31239,Talbrück,NI,CWX
31243,Bad Burgsee,NI,CWX
31250,Ostweiler,NI,CWX
31253,Espenhausen,NI,CWX
31268,Fürstenbach an der Aue,NI,CWX
31270,Bad Adlerau-Nord,NI,CWX
31278,Südau,NI,CWX
31287,Kiesbrück,NI,CWX
31303,Weidenhofen an der Ilm,NI,CWX
31310,Nordweiler,NI,CWX
31342,Birkenhagen,NI,CWX
31365,Kleinburg,NI,CWX
31375,Alttal,NI,BXL
31378,Sandheim,NI,BXL
31383,Wiesenthal,NI,BXL
31386,Rehtal,NI,BXL
31387,Steiningen,NI,BXL
31396,Wiesenwald,NI,BXL
31409,Nordstein,NI,BXL
31414,Bad Lindenhausen im Tal,NI,BXL
31415,Ritterhagen,NI,BXL
31428,Südtal-Nord,NI,BXL
31430,Feldau,NI,BXL
31432,Feldberg,NI,BXL
31436,Adlerwald,NI,BXL
31444,Lindenkirchen,NI,BXL
31445,Ahornroda,NI,BXL
31450,Bad Heideburg-Süd,NI,BXL
31466,Feldweiler,NI,BXL
31473,Espenau,NI,BXL
31476,Rothagen an der Warne,NI,BXL
31477,Grünsee,NI,BXL
31483,Ahornscheid,NI,BXL
31487,Unterweiler,NI,BXL
31491,Königsdorf an der Ilm,NI,BXL
31493,Sternweiler,NI,BXL
31505,Falkenbach an der Ilm,NI,BXL
31509,Brückenberg,NI,BXL
31511,Fürstenthal-Nord,NI,BXL
31512,Burgkirchen,NI,BXL
31518,Altstadt,NI,BXL
31520,Königssee an der Ilm,NI,BXL
31528,Hohendorf,NI,BXL
31535,Althagen,NI,BXL
31542,Großdorf an der Ilm,NI,BXL
31556,Rehstein,NI,BXL
31585,Espenberg,NI,BXL
31588,Südscheid,NI,BXL
31602,Bärenbrück,NI,EGI
31606,Mönchsbrück,NI,EGI
31633,Bergheim,NI,EGI
31648,Großtal,NI,EGI
31659,Rotstadt,NI,EGI
31669,Fährheim,NI,EGI
31693,Bruchweiler,NI,EGI
31711,Schlossstadt,NI,EGI
31712,Burghagen,NI,EGI
31777,Neuhagen im Grund,NI,EGI
31782,Rehtal,NI,EGI
31785,Bad Birkeningen,NI,EGI
31786,Winterstadt,NI,EGI
31797,Hafenheim,NI,EGI
31824,Kleinbach,NI,IKX
31831,Kiesstein,NI,IKX
31835,Adlerstadt,NI,IKX
31840,Osttal,NI,IKX
31841,Altberg,NI,IKX
31843,Bad Heidetal,NI,IKX
31847,Bad Neuthal,NI,IKX
31848,Bruchbrück im Tal,NI,IKX
31850,Fährfurt,NI,IKX
31851,Rotbach,NI,IKX
31852,Erlenweiler-West,NI,IKX
31861,Erlenberg,NI,IKX
31862,Fährbrunn,NI,IKX
31863,Wiesenroda,NI,IKX
31866,Sonnenheim,NI,IKX
31869,Markthofen,NI,IKX
31871,Bruchroda-Nord,NI,IKX
31872,Bärenberg,NI,IKX
31875,Bruchhofen,NI,IKX
31877,Espenhofen,NI,IKX
31881,Lindenhagen-West,NI,IKX
31882,Ritterfeld,NI,IKX
31884,Ostdorf-West,NI,IKX
31885,Rehheim,NI,IKX
31886,Winterthal,NI,IKX
31887,Bischofsroda,NI,IKX
31888,Fuchssee am See,NI,IKX
31891,Buchenroda,NI,IKX
31892,Bad Westfurt,NI,IKX
31893,Nordhagen,NI,IKX
31894,Birkendorf,NI,IKX
31895,Adlerberg,NI,IKX
31898,Bärenweiler,NI,IKX
31899,Moorroda,NI,IKX
31903,Grünbrück,NI,IKX
31906,Altsee im Tal,NI,IKX
31907,Erlenhausen,NI,IKX
31911,Nebelscheid,NI,IKX
31916,Rabenheim,NI,IKX
31917,Rotweiler,NI,IKX
31918,Fürstenhausen,NI,IKX
31919,Westtal,NI,IKX
31920,Südhagen im Tal,NI,IKX
31921,Altburg,NI,IKX
31923,Fährstein,NI,IKX
31926,Kleintal,NI,IKX
31931,Bad Fuchsheim,NI,IKX
31932,Winterhofen,NI,IKX
31933,Ritterau,NI,IKX
31934,Neuhagen,NI,IKX
31935,Marktthal,NI,IKX
31938,Moorweiler,NI,IKX
31940,Wiesenkirchen,NI,IKX
31943,Rittersee,NI,IKX
31947,Hirschkirchen am Berg,NI,IKX
31949,Steinweiler,NI,IKX
31953,Buchendorf,NI,IKX
31954,Winterburg,NI,IKX
31959,Fährheim,NI,IKX
31961,Bärenroda am See,NI,IKX
31963,Großwald,NI,IKX
31964,Wolfsstein,NI,IKX
31968,Moorkirchen-Nord,NI,IKX
31969,Falkenhausen-West,NI,IKX
31971,Bad Königskirchen,NI,IKX
31972,Fährfurt,NI,IKX
31976,Sternkirchen am See,NI,IKX
31979,Moorthal an der Aue,NI,IKX
31980,Bruchfeld,NI,IKX
31981,Mönchsthal,NI,IKX
31983,Fuchsbrück,NI,IKX
31986,Königsstein,NI,IKX
31987,Unterroda,NI,IKX
31989,Lindensee,NI,IKX
31994,Bad Fuchstal,NI,IKX
31996,Mönchsbrück,NI,IKX
31998,Wiesenstadt an der Aue,NI,IKX
32001,Adlersee-Ost,NI,IKX
32002,Althausen-Nord,NI,IKX
32003,Sonneningen-Nord,NI,IKX
32011,Weidensee im Tal,NI,IKX
32012,Weststadt,NI,IKX
32016,Lindental,NI,IKX
32019,Berghofen,NI,IKX
32020,Steinburg,NI,IKX
32021,Markttal,NI,IKX
32022,Bergfurt,NI,IKX
32026,Osthofen,NI,IKX
32027,Sommerroda an der Ilm,NI,IKX
32028,Bad Fürstenbrück,NI,IKX
32031,Moorthal,NI,IKX
32032,Sternburg,NI,IKX
32035,Wolfssee,NI,IKX
32049,Espenstein,NI,IKX
32057,Kleinheim,NI,GYH
32060,Grünburg am See,NI,GYH
32070,Grünroda-West,NI,GYH
32078,Königshausen,NI,GYH
32079,Feldtal an der Warne,NI,GYH
32081,Heidefeld,NI,GYH
32082,Weidenbrunn,NI,GYH
32089,Neuingen,NI,GYH
32100,Neudorf,NI,GYH
32106,Rehfeld,NI,GYH
32118,Südhofen,NI,GYH
32122,Eichenfurt,NI,GYH
32125,Winterstein,NI,GYH
32132,Mondingen,NI,GYH
32135,Oberhagen,NI,GYH
32136,Rabenwald-West,NI,GYH
32145,Fürstenwald im Tal,NI,GYH
32148,Nordroda-Nord,NI,GYH
32168,Westtal-Nord,NI,GYH
32169,Talbrunn,NI,GYH
32183,Unterroda,NI,GYH
32192,Sandstadt,NI,GYH
32203,Bruchhausen,NI,GYH
32204,Neubach-Nord,NI,GYH
32216,Westbrunn am See,NI,GYH
32219,Sternbrück-Süd,NI,GYH
32224,Nordhausen-Ost,NI,GYH
32231,Mönchswald,NI,GYH
32251,Ahornwald,NI,GYH
32261,Talberg,NI,GYH
32262,Rehthal,NI,GYH
32264,Espendorf-Ost,NI,GYH
32273,Niederau,NI,GYH
32277,Falkenthal am Berg,NI,GYH
32278,Nordthal,NI,GYH
32286,Berghausen-West,NI,PY
32288,Bad Königshausen,NI,PY
32298,Bad Eichenau,NI,PY
32303,Osthofen,NI,PY
32326,Eichenkirchen,NI,PY
32329,Oberbrunn am See,NI,PY
32334,Kiesberg an der Warne,NI,PY
32341,Sandau,NI,PY
32342,Erlenfurt,NI,PY
32362,Adlerthal,NI,PY
32369,Wiesenfurt,NI,PY
32372,Oberstadt an der Ilm,NI,PY
32376,Burgthal,NI,PY
32385,Espenkirchen,NI,PY
32396,Großwald im Tal,NI,PY
32405,Bärenhofen,NI,PY
32406,Steinthal,NI,PY
32413,Fürstental am See,NI,PY
32418,Steinbrunn-West,NI,PY
32430,Sterntal,NI,PY
32432,Westthal,NI,PY
32456,Grünhausen,NI,PY
32459,Monddorf am Moor,NI,PY
32461,Espenbrück,NI,PY
32470,Heidehausen an der Warne,NI,PY
32478,Sonnenbrunn,NI,PY
32487,Wolfshausen,NI,PY
32491,Fürstenstein,NI,PY
32499,Kieshagen am Berg,NI,PY
32512,Bärenhagen,NI,SM
32521,Sternkirchen,NI,SM
32542,Nebelbrunn,NI,SM
32543,Heidebrunn,NI,SM
32556,Ostau,NI,SM
32558,Westweiler,NI,SM
32564,Kiesdorf im Grund,NI,SM
32581,Grünfurt im Grund,NI,SM
32583,Grünthal,NI,SM
32589,Adlersee,NI,SM
32594,Schlossroda,NI,SM
32596,Mühlthal,NI,SM
32604,Rotburg,NI,SM
32620,Rothausen,NI,SM
32627,Eichenbach,NI,SM
32633,Bärenstadt,NI,SM
32655,Adlerbach,NI,SM
32660,Grünsee an der Ilm,NI,SM
32664,Burgdorf im Tal,NI,SM
32675,Sandhausen,NI,SM
32689,Hirschburg,NI,SM
32694,Adlerhofen,NI,SM
32702,Bad Espenwald,NI,SM
32727,Bischofswald,NI,SM
32733,Altsee im Tal,NI,SM
32745,Kleinroda,HE,ENI
32747,Winterscheid im Grund,HE,ENI
32776,Hohenstadt,HE,ENI
32788,Fuchsfurt,HE,ENI
32795,Espenroda im Grund,HE,ENI
32800,Rehstadt,HE,ENI
32814,Mondbach im Tal,HE,ENI
32820,Monddorf,HE,ENI
32836,Schlossthal,HE,ENI
32843,Sonnenbrunn,HE,ENI
32848,Buchenberg,HE,ENI
32851,Birkenberg an der Warne,HE,ENI
32853,Altbach am Berg,HE,ENI
32865,Oberhofen,HE,ENI
32867,Sandroda-Süd,HE,ENI
32871,Nebelroda,HE,ENI
32882,Eichensee,HE,ENI
32891,Adlerbrunn-Süd,HE,ENI
32896,Bärenburg,HE,ENI
32915,Lindeningen-Süd,HE,ENI
32918,Niederdorf im Grund,HE,ENI
32920,Bischofsroda,HE,ENI
32936,Bergscheid,HE,ENI
32945,Bischofsthal,HE,ENI
32947,Bergingen,HE,ENI
32954,Kiesfeld im Grund,HE,ENI
32958,Bad Lindendorf,HE,ENI
32973,Bad Bischofshagen,HE,V
32978,Südscheid,HE,V
32982,Bergroda,HE,V
32986,Sonnenstadt an der Ilm,HE,V
32991,Niedersee,HE,V
33001,Ahornsee an der Warne,HE,V
33006,Neuburg,HE,V
33009,Bischofskirchen,HE,V
33025,Birkenfurt,HE,V
33040,Feldberg an der Warne,HE,V
33088,Rehroda-Nord,HE,V
33089,Niedertal,HE,V
33092,Ritterheim,HE,V
33101,Feldhofen,HE,V
33109,Ritterheim,HE,V
33113,Feldkirchen,HE,V
33117,Fuchskirchen,HE,V
33118,Bruchdorf,HE,V
33134,Großbrunn,HE,V
33143,Hirschhofen,HE,V
33146,Heidekirchen-West,HE,V
33147,Fähringen,HE,V
33152,Ritterfurt,HE,V
33159,Sternwald,HE,V
33171,Schlosshofen,HE,V
33175,Bruchheim,HE,V
33181,Rehau am Berg,HE,V
33187,Oberdorf,HE,V
33192,Espenstein,NW,LXN
33193,Südscheid,NW,LXN
33203,Eichenthal am See,NW,LXN
33210,Brückenbrunn,NW,LXN
33215,Talhofen,NW,LXN
33220,Marktheim,NW,LXN
33233,Mühlbrück,NW,LXN
33238,Bärenwald,NW,LXN
33240,Falkenhagen,NW,LXN
33242,Schlossburg am Berg,NW,LXN
33243,Rabenfurt,NW,LXN
33246,Ahornbrunn-West,NW,LXN
33255,Eichenroda,NW,LXN
33263,Fuchsfeld,NW,LXN
33265,Lindenhofen,NW,LXN
33268,Weidenweiler,NW,LXN
33269,Unterdorf,NW,LXN
33273,Kleinfeld,NW,LXN
33275,Sonnenstadt am Berg,NW,LXN
33279,Burgheim-West,NW,LXN
33289,Kiesroda,NW,LXN
33291,Rabenheim,NW,LXN
33294,Adlersee,NW,LXN
33299,Sonnenkirchen,NW,LXN
33302,Talfurt,NW,LXN
33316,Lindenscheid,NW,LXN
33318,Sternau,NW,LXN
33321,Lindenthal,NW,LXN
33326,Rabenthal,NW,LXN
